OBJECTID,Identificador de la manzana catastral,Clase de predio predominante,Grupo económico predominante,Avalúo catastral por manzana ($),Observación,GLOBALID,coord_x,coord_y
32948,008213005,N,COMERCIO,2635000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F3E5A21C-331A-4A25-8648-FEEBE3D9A21A},"-74,06460331281166","4,647358810026035"
32950,008213010,N,OFICINAS,2818027,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3681CB0A-1893-4F4E-985B-95A69F5391EE},"-74,0649504824073","4,644293127713894"
32952,008213012,N,COMERCIO,2719618,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5003F6BD-3C03-40C8-B66F-C54E3D4BEDC6},"-74,06519733399725","4,6427998715609515"
33079,004210027,N,RESIDENCIAL,1185172,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{C5246076-1CA5-4159-A0C0-5D56EEA36354},"-74,11303226888262","4,605255805907739"
33132,007205034,N,RESIDENCIAL,1870181,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D4C57FDC-CE30-4FCA-B701-68927092CCC0},"-74,07316451531287","4,63424283344856"
33215,004107030,N,RESIDENCIAL,1252439,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{AAE533C9-5B0A-4D0C-9E34-6745140BE90E},"-74,10282239029502","4,596692776840242"
33438,004408012,N,LOTES,561531,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A6AB941E-35FE-40AF-B9EB-2C4FE23A23D8},"-74,12762750240285","4,607124574518002"
33480,006209010,N,RESIDENCIAL,2339705,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{611A8130-F234-4844-BAF9-D32AB7CFE134},"-74,09279691510723","4,633128250929305"
33742,004102004,N,RESIDENCIAL,1522209,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{641199F3-63C9-4931-948C-2DEBF414F1D0},"-74,08689034623062","4,606457833164986"
33808,007104021,N,RESIDENCIAL,2046030,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9F82F325-A64D-4292-BAF0-A7D09D024078},"-74,07210804286984","4,625663829979841"
34152,003203007,N,RESIDENCIAL,864862,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9EC06F8B-DEEC-44C8-A8D1-B9631E3559B6},"-74,07887047439793","4,593134299051451"
34178,007204010,N,RESIDENCIAL,2015044,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B8143B8A-48FC-4932-A716-EDAA7BAAD17E},"-74,06824263750605","4,638208045074515"
34198,007105005,N,OFICINAS,2116131,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{CA3C7FB0-FA11-4050-A1C3-8F9AD4421186},"-74,07285001571208","4,616156696194588"
34212,008106036,N,RESIDENCIAL,388986,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{551F50C1-3D85-48E7-8BD4-BF6A98654A09},"-74,06464697853993","4,607353511095033"
34228,003106030,N,OTROS,1033967,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D4936560-875F-4D7E-83CB-1885D2E901A6},"-74,07342252969453","4,5964378562178405"
34292,002107043,N,LOTES,486000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3040F672-C97F-4498-A716-E337EDA82B9B},"-74,10337163814451","4,595371502969014"
34298,007203034,N,LOTES,1245775,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A65FBD46-3698-45E2-867A-BCCF1A22CDE9},"-74,06805036721568","4,645444166880046"
34472,004408004,N,RESIDENCIAL,983615,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{42CED5AE-DABA-4904-B2E5-7B3BB47EF248},"-74,12784481662939","4,60563479260173"
34525,004201005,N,BODEGAS,1687392,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{0FE667B4-56D4-4696-8B6A-BC8F4B1ED91E},"-74,09580086959099","4,610362695963112"
34571,002302006,N,BODEGAS,1749754,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{70BFEB48-8374-4083-BF20-F8CEAA6F04DB},"-74,1123870028466","4,593062723662729"
34676,004305016,N,BODEGAS,1884957,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{47955DE0-4704-4EAB-9873-914D90ADC962},"-74,12096092628371","4,627517086114146"
34765,004107045,N,RESIDENCIAL,1570201,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{1B9C8BD3-693C-45C8-9D9F-3C54103DB987},"-74,1038201435481","4,59808024195787"
34769,004107044,N,RESIDENCIAL,1516119,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{15F07921-880D-4AD9-B018-FC75FDBE4D81},"-74,10349010264113","4,598505746014564"
34787,003106022,N,OFICINAS,1167174,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{66149707-44BB-4C17-8572-D6C1D2E15BF8},"-74,07616789264027","4,595718810921075"
34860,004210024,N,RESIDENCIAL,1496000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F0AF0E23-3BA0-4DD0-9782-7FCA9035FF17},"-74,11201152760165","4,605324839262487"
34906,003105004,N,RESIDENCIAL,1079810,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{E985A8AD-0548-47C2-8A64-95A1A3CB02BD},"-74,07226801150526","4,593348334554686"
34952,003103012,N,RESIDENCIAL,747590,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9E6C6F3E-A072-433B-839B-E3D0C42E64EB},"-74,06572768384355","4,605651152284769"
34965,008212017,N,UNIVERSIDADES Y COLEGIOS,2760163,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{C2460E2A-3933-4BFB-8AE9-89F7D499D54C},"-74,06583262392587","4,632790674443203"
34977,004407006,N,RESIDENCIAL,1177900,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9F9ACFF6-EA00-44BA-81FA-68AB242ADF8C},"-74,12532918138425","4,6030558367247325"
35008,004402039,N,RESIDENCIAL,1547235,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{04E2DDB8-A6AB-45BD-8BCC-67C62DDD9EFD},"-74,11047400684534","4,599931286018678"
35095,004208015,N,BODEGAS,1645268,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{78D5782E-57CB-493F-98CF-C00FFA5F2B33},"-74,10354201695867","4,6131045501084404"
35102,008220062,N,RESIDENCIAL,292260,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D807029D-62B4-49C3-B5E8-FCBAECE3AB90},"-74,05617387092005","4,633933529862316"
35169,008220041,N,RESIDENCIAL,310956,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5FB13EBD-59A2-4312-BE20-D4214F343556},"-74,059794089935","4,6304974959374325"
35365,006204014,N,OFICINAS,838524,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{C90F00ED-AC8C-4184-82CD-87CB5FDB0030},"-74,09134876426998","4,620746869846658"
35419,004305002,N,RESIDENCIAL,2050390,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{0E9DF509-35E9-4DF9-9353-1EF2133834E1},"-74,11991947462278","4,625372600707973"
35425,007102026,N,RESIDENCIAL,1892868,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B1FECACD-6DA8-484C-BD78-CD4A05E13D00},"-74,07185284466335","4,631898995875291"
35441,004401072,N,LOTES,478089,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{883ABCFB-835F-44E9-93DD-A6D5FCE1E866},"-74,1220911517098","4,60489322716601"
35453,008220072,N,RESIDENCIAL,339915,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{59B7C74B-33CC-472C-ADCF-1300AD502C2C},"-74,06068160623708","4,630342087351451"
35461,003204010,N,RESIDENCIAL,805217,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{17FE8C3F-AD5E-4154-B373-B151F3FFE4FA},"-74,0712440342434","4,591036529058273"
35474,006108015,N,OTROS,1749836,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{6AAD34F3-878D-4D48-AB2F-3464F91C8079},"-74,08348172968098","4,618138722201203"
35483,008220002,N,RESIDENCIAL,292500,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{29D24B27-3738-49ED-B2CF-CA3294DE4595},"-74,06049099919255","4,631599068780266"
35486,008220033,N,RESIDENCIAL,335525,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BEDB35C4-E620-4711-9029-F8F42A23A4F4},"-74,0603375508503","4,632268973277392"
35492,008220067,N,RESIDENCIAL,320710,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9BFBEE24-96C1-4884-BEDD-256AC1204050},"-74,06112775984444","4,6305676783898155"
35506,006104016,N,BODEGAS,1528195,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{438AFB4D-266B-44A6-A61A-AC3D69157BD8},"-74,07788612145437","4,610809175393893"
35520,008220075,N,RESIDENCIAL,292500,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A5473CDB-B77A-41C4-99FC-DE59A1A8DCB4},"-74,06052396216911","4,630938791451652"
35550,008220042,N,RESIDENCIAL,244223,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{CFFC7B1B-D611-4C41-B927-E9C2254B00F7},"-74,05955384320136","4,629765286708092"
35584,008220050,N,RESIDENCIAL,292676,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{56A0432D-5EF9-47B2-BC18-BD4FFD826422},"-74,05749351171525","4,633578878061979"
35587,008220057,N,RESIDENCIAL,212570,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3A759C27-B2C1-427B-AE40-544AE1A79432},"-74,05733109713861","4,632336519048094"
35660,006103036,N,BODEGAS,1168345,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{E8795E25-35D5-42F7-BFC0-35F41CDCE4C4},"-74,07902070194885","4,6143745828243"
35687,004207001,N,OFICINAS,1436601,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5457EA0E-437B-400C-BA12-D0FFB8493D23},"-74,10056665188121","4,620976401576665"
35958,004403057,N,RESIDENCIAL,1234139,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5EBD257A-6ADE-4391-A3F9-E1155258B574},"-74,11837904791098","4,599694123658534"
35959,004403069,N,RESIDENCIAL,1503529,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{6E9E36F8-54B5-4778-9037-C79A30F20C1B},"-74,11889109090657","4,600165823873604"
35993,006105013,N,BODEGAS,1403650,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BD5C66E8-2C5C-498B-B6FA-3828721053AF},"-74,08247609247051","4,6067643526683755"
35994,006106022,N,OFICINAS,751096,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A07F7B36-AEC8-46E0-B9BD-93CD6D61D347},"-74,08194701457563","4,609018048591459"
36109,004208013,N,INDUSTRIA,1825503,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{EF5203E8-971D-4972-8BCC-5A6FA43117D5},"-74,10282386510119","4,613902308027876"
36246,003109026,N,OFICINAS,1393519,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{34B7CB9C-A66D-4902-819C-6F2D9C0BD116},"-74,06918473427183","4,60203010514455"
36306,004304035,N,RESIDENCIAL,1463133,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{157B6E00-4AFA-431B-A9D1-BF26E945AA80},"-74,11992018810277","4,616909320181324"
36310,004210047,N,LOTES,1037789,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BEA55729-4515-48C0-A2F6-BEE9805DA272},"-74,11458681463883","4,605808522769796"
36343,004304062,N,RESIDENCIAL,1520023,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{AF316791-4AE9-4824-BF06-FC0D8700B447},"-74,12110866318683","4,620252726663549"
36344,004304063,N,RESIDENCIAL,1480223,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{FE8E1555-E5F2-4826-AB43-5BAC19E1994A},"-74,12178797072879","4,61946111387671"
36504,002104053,N,RESIDENCIAL,1799045,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{1103830A-5C38-497A-B53B-2F45FB3E5A2B},"-74,10601140480634","4,589811882144141"
36516,002107020,N,RESIDENCIAL,1271914,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{1EABEFA6-0F09-4D7D-A323-9BD9D603D160},"-74,10926191614423","4,5951019021895885"
36522,006208020,N,COMERCIO,2902491,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{210EA7F3-7764-43C6-B643-36087F3C3B25},"-74,09523802827913","4,633710249404487"
36540,007203015,N,RESIDENCIAL,1956397,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{72FD0DF8-D95B-42D8-8A46-5747B2866A18},"-74,06683406753639","4,647917200732262"
36549,004204028,N,RESIDENCIAL,1524337,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{25DED0B0-4BA2-454E-8FC9-0E99CFB3E65C},"-74,11730448210136","4,609086499216033"
36640,008106019,N,RESIDENCIAL,402011,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F026AEFB-E785-406E-9557-C1FD8A6915EE},"-74,06525359487866","4,606393760376416"
36757,008211031,N,RESIDENCIAL,455364,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{48040934-0370-4CE8-A5C3-084C462D14A9},"-74,05392002254598","4,646496963670775"
36803,008213024,N,UNIVERSIDADES Y COLEGIOS,1832011,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{828DB86C-0FE6-4289-859B-D2B95FB57A48},"-74,06164636846813","4,6484551266115535"
37082,002107074,N,RESIDENCIAL,1292000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{E519BFE2-DDE8-4D92-BE0C-449DA84154FE},"-74,10802471075675","4,5943506014746065"
37100,002104024,N,RESIDENCIAL,1610688,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{E169336F-AA2C-42EA-A703-6503D4DF5992},"-74,10256340589244","4,59075699484501"
37102,004101039,N,BODEGAS,2175798,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3246B9CC-0ADA-4D0C-ACE8-B4BE27BF0681},"-74,09532512859296","4,605528871743237"
37173,007209023,N,RESIDENCIAL,2041764,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{03049B91-950B-43A8-8A37-4713F18E0AE5},"-74,07406748998173","4,639204426234947"
37183,003215031,N,RESIDENCIAL,177319,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{4B0E2E4E-DBEA-4D94-BBA6-B05D0BB58780},"-74,0670402805641","4,589257618715687"
37197,007203031,N,UNIVERSIDADES Y COLEGIOS,1113627,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BE7B8F09-FBBC-44AB-ADC9-AFE8B8DD3D78},"-74,06754037087032","4,6480057335789935"
37238,004403009,N,RESIDENCIAL,928725,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{2AB03242-E410-4924-A852-AA3013E6E0E1},"-74,12355908208188","4,598427012739558"
37282,006106005,N,BODEGAS,1593678,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{0DE53ED9-382F-43F2-ABF1-11D089F8552A},"-74,08413779981298","4,608889165978142"
37323,003102011,N,OFICINAS,2157755,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BF39F433-28ED-477B-8064-2B659A65377D},"-74,07199300596497","4,607333214651734"
37389,004407002,N,LOTES,659190,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D3CC4095-BC2A-4D6B-8BF7-35E1F56FD471},"-74,1243480251187","4,602675494599154"
37391,004407004,N,RESIDENCIAL,1229731,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5955FB2B-23A0-4784-A317-C9F45B5DF809},"-74,1246683475729","4,603704211504639"
37395,004407009,N,RESIDENCIAL,1355361,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{820318D4-ED7C-4CDE-817D-C85703F9CF44},"-74,12633660096066","4,602100371521075"
37407,003201001,N,BODEGAS,677062,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{DCC5640F-F1BA-41F4-848B-A24037DA9BFE},"-74,0844086419382","4,596350153853844"
37422,004407017,N,RESIDENCIAL,1145190,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B155B5E6-1D08-49AE-B551-904418A4318D},"-74,12670637028819","4,603793543121311"
37423,004407018,N,RESIDENCIAL,1179884,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{AB5D15C8-6B7A-4F04-8E5D-65E2FE029CBD},"-74,12691640966906","4,603352419963217"
37426,004407021,N,RESIDENCIAL,1145583,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BE296E2E-376A-49F0-B47F-4F0376567C48},"-74,12739073376272","4,601247135609913"
37447,004407027,N,RESIDENCIAL,1376274,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{C307B0D8-42E5-4245-95D8-3F5C3E231075},"-74,12807668068085","4,603896890633604"
37450,004407029,N,RESIDENCIAL,1282524,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3B34BB9F-409B-408A-B1B1-F086A4BAF779},"-74,12843819135159","4,6029787825545485"
37451,004407030,N,RESIDENCIAL,1164733,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{4E844F64-48F6-4992-8B7D-1E490979D104},"-74,12826385700868","4,6021464662704465"
37507,006218009,N,BODEGAS,1354612,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{065B2799-5B6E-4F03-9D48-DE5E02641CD7},"-74,11236860340347","4,638626349241403"
37532,004407035,N,RESIDENCIAL,1361849,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B33D552A-1D05-49E5-AA13-F4DB0E641241},"-74,12662338982155","4,605716192632772"
37535,004407038,N,RESIDENCIAL,1769813,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{0221BC12-4189-4BD3-BB89-641449FC1409},"-74,12565773365687","4,605376101298317"
37615,004107043,N,RESIDENCIAL,1132630,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{97DBF5D8-25C1-45EA-8807-E93F710042C7},"-74,10319345385308","4,598894660741458"
37616,004107049,N,RESIDENCIAL,1644003,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{011AA5E3-2657-41FE-ABC4-97472AD672AD},"-74,10327900697183","4,600257511787395"
37617,004107050,N,RESIDENCIAL,1312942,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{00975315-879E-4533-9305-B052A2AD99C8},"-74,10362671874013","4,599891778555942"
37619,004107052,N,RESIDENCIAL,1608247,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{258A8442-2DB5-45BF-8AFF-12EB70BCDAB5},"-74,10412545228844","4,599014319583743"
37656,004108050,N,RESIDENCIAL,1519595,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{32D77218-77B0-40FF-8FC2-2C0BBE5B4BA7},"-74,10222865948899","4,600116748549055"
37661,004203003,N,RESIDENCIAL,1768070,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{7C6D8996-D119-47F8-A171-305F1A2F084E},"-74,10193233267194","4,6037478240187975"
37663,004105050,N,RESIDENCIAL,1281970,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3D3098E5-0FB4-41AC-9CA8-7124D851EA2B},"-74,09204210959054","4,596651190539469"
37718,008103004,N,OFICINAS,1909092,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D6BCB663-9E20-4813-863A-EF5F89F42B45},"-74,065328529005","4,622317785775458"
37727,004203015,N,OTROS,1902179,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{1AAE7157-3021-4A0B-B646-B89C7D3BBDAA},"-74,10522957938812","4,600341329963823"
37729,004203018,N,LOTES,966712,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{900FBFBB-9132-4838-B5D5-E52C6DDAC7FA},"-74,1043059977649","4,602942125454829"
37730,004203020,N,RESIDENCIAL,1583511,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{2C8A91E3-AAC3-474C-B3EE-A66DD4786174},"-74,10508155763924","4,6015870868840345"
37731,004203021,N,RESIDENCIAL,1508434,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{025F7366-F9B2-4C3F-8019-4075FE8DA888},"-74,10529967641584","4,60127345821779"
37736,004203045,N,UNIVERSIDADES Y COLEGIOS,1084600,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{2B8DA38B-48C5-4DC3-91E3-DE10D4F666EF},"-74,10692144512389","4,602775865244713"
37764,004402032,N,RESIDENCIAL,1673751,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9592284F-0D24-47BF-BFF0-E15BC60D08F5},"-74,108800704523","4,599088955561626"
37825,004551068,N,RESIDENCIAL,1130111,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5309284F-F754-4072-B8D0-620B59200C5F},"-74,1275860220809","4,620093953115638"
37886,003102035,N,RESIDENCIAL,1812778,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{98284031-35A3-4E08-82CE-B590AC5B032F},"-74,06796576397952","4,604658001340088"
37932,008106024,N,LOTES,177002,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{38AB8F38-787F-4CEB-998B-06D40A1FFE49},"-74,06433684416389","4,607329908804317"
38042,004104008,N,BODEGAS,2439819,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{7AA5A9BC-C807-4DCC-A8F7-849C40894DFD},"-74,08504053421008","4,600192553957629"
38073,003201017,N,RESIDENCIAL,628904,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5393851A-6340-439D-895A-96D0A497A109},"-74,08687222544266","4,59203401207272"
38095,006103067,N,BODEGAS,1283822,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D99B9995-D57B-48AD-B2CF-5D0577D12148},"-74,08162371880044","4,6163668380237945"
38103,004309031,N,RESIDENCIAL,1482917,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{DD081C31-BEB6-4AED-BBFC-F2EB6F21D954},"-74,11625036683019","4,61254540023791"
38104,008220028,N,OTROS,412730,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{2B99F954-CEFC-4EF7-BC83-BE598D91DD62},"-74,06001678890243","4,633973207973746"
38176,008220045,N,RESIDENCIAL,426272,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{0FC08A84-D491-4F04-92EE-97BA7D20966C},"-74,05919600418567","4,635379190471135"
38198,002302015,N,RESIDENCIAL,1380063,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9327A39B-49F4-4F4A-A708-1E61DD58138B},"-74,11243289186457","4,59057097467431"
38225,004109012,N,RESIDENCIAL,1475650,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D792AEB2-9C7C-423C-9059-CE4E2512E42C},"-74,09697301527275","4,603199680647964"
38249,004111008,N,RESIDENCIAL,1238713,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{66DC0872-5CEB-4D83-A209-016D708684F6},"-74,09182360556639","4,600379736225797"
38252,004110027,N,RESIDENCIAL,1628667,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F1FAF230-0431-4F81-A14A-C54AA4237264},"-74,09204327484152","4,603025696028435"
38264,003205005,N,RESIDENCIAL,373396,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3B6D6078-F41E-4ED3-B408-B4C5787EC82E},"-74,07006949781376","4,590559780775736"
38299,004111033,N,BODEGAS,1805880,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{8F7490D6-C068-4DFD-8BA9-0FBA7EC2596B},"-74,090135019408","4,600056376450401"
38327,004111036,N,RESIDENCIAL,1556653,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3B82298D-CD86-42AB-946D-9210F3466AEB},"-74,09108589470456","4,598589468495905"
38357,004108039,N,RESIDENCIAL,1646246,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B92D76DB-D391-44F9-803F-A243B18CB22B},"-74,10034377856282","4,6011827617519305"
38497,006105010,N,UNIVERSIDADES Y COLEGIOS,1072928,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{4CD4EF51-1077-40E0-8584-EFB472A85C6B},"-74,08138310506662","4,606255073149357"
38679,004551038,N,LOTES,896633,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D0830D08-1A11-43BF-BAD7-91D84EC266C1},"-74,12897015201042","4,6215928508138715"
38713,004551069,N,RESIDENCIAL,1195818,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{63146BEB-35D4-4AE4-9F76-D312DA47FB8E},"-74,1272005329319","4,620310989467924"
38714,004551070,N,RESIDENCIAL,1272834,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B3281172-4D73-4A49-92EB-50C4EB2716BB},"-74,1268481867026","4,620273873495837"
38721,004205025,N,RESIDENCIAL,1428000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9043484F-987E-4072-9563-0AFE52560EEB},"-74,10924880654494","4,615953796780872"
38750,004551002,N,RESIDENCIAL,869629,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9121565D-1F9D-41C6-92FA-01A8A5E5724C},"-74,12822249238815","4,624323861623226"
38752,004551004,N,RESIDENCIAL,879864,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{29E865CF-2302-4C6F-9A29-8C9D8683340B},"-74,1289261193439","4,624436082579381"
38780,003204017,N,RESIDENCIAL,560668,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{12871F68-D357-46F9-BB1D-27AED0AD8EF3},"-74,07150658183006","4,591638576431104"
38783,004406016,N,RESIDENCIAL,1700000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{8DB4BA79-9F3A-4DDA-8932-46AD096D77CD},"-74,12788897718646","4,599751872465814"
38948,002302016,N,RESIDENCIAL,1616417,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5BA5DEB8-89CB-44E2-83CD-E5A93489840F},"-74,11210369905884","4,589558452469844"
39064,004402058,N,RESIDENCIAL,1431745,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3B2F30CB-127D-48EF-9C37-D0BF939C50F4},"-74,11769628073434","4,604824507963826"
39151,002301019,N,RESIDENCIAL,1142884,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{7723B92B-67DD-410C-9E9F-A5299D0424C9},"-74,11607808381542","4,5899977105068235"
39279,007107014,N,OFICINAS,1207000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B3E46353-7BBF-41C6-89B2-1F2E74D8DD21},"-74,07801657303264","4,62489120140683"
39317,004503061,N,LOTES,518334,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A1950A30-AEC6-4972-92EA-D06C3484CD19},"-74,12877119063181","4,6166072739931"
39356,007101063,N,LOTES,1093915,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D79C3076-2399-45F9-86B6-3B356AC80CD1},"-74,07874049276273","4,632589076339318"
39358,004501007,N,RESIDENCIAL,1185943,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F9DB2D18-E30D-4CE3-AEE8-E5A4AE9F1C0C},"-74,12989206309362","4,626728174490767"
