OBJECTID,Identificador de la manzana catastral,Clase de predio predominante,Grupo económico predominante,Avalúo catastral por manzana ($),Observación,GLOBALID,coord_x,coord_y
12922,004205019,N,RESIDENCIAL,1428000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{0F13FEB9-A6DA-4A54-ACF4-EB0B0D3FF9A6},"-74,1084451792423","4,6162730034934025"
12927,004209006,N,RESIDENCIAL,1200571,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BEA1F655-7825-4CE1-921B-5C4090DDF99C},"-74,10693779333388","4,600320455672317"
12970,004208002,N,BODEGAS,1530000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{016124DA-72FF-468F-99F9-31759BB0185D},"-74,09813507748822","4,6179387959021145"
13007,004208005,N,INDUSTRIA,1445000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9C42B770-5D95-40D6-8D7E-1AE8E384F184},"-74,09906060328936","4,618765282200799"
13009,004208008,N,INDUSTRIA,1369042,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F26D5D0A-600C-4587-87F9-CD9C36C91FAD},"-74,10025868182954","4,61604576977602"
13033,004551047,N,RESIDENCIAL,1190862,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B3BE3184-2C5E-42B8-95FF-DA06A5F9C4DC},"-74,12848498106212","4,618508373520881"
13074,004202017,N,RESIDENCIAL,1690429,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B4F37C1C-C6EC-41F4-8FEF-65C746688B8A},"-74,10065917968996","4,607278166499049"
13076,004202020,N,RESIDENCIAL,1514860,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{338F42DF-1B92-4549-AF06-0080A91B69B4},"-74,10184435619337","4,60526000976482"
13085,004108019,N,RESIDENCIAL,1815033,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{13BDDBE1-5171-4348-ABA4-9F571AE11D94},"-74,09789288384769","4,600803209037749"
13088,004108025,N,RESIDENCIAL,1759676,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{0CB9917E-FAB6-494C-A7E0-6B0713F2C983},"-74,09899196143422","4,600427935470942"
13167,008114001,N,OTROS,641951,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{41383E11-68F2-4F44-9F0C-6C5F6E2E010B},"-74,06305595068802","4,6002395438174855"
13182,004412013,N,RESIDENCIAL,2187231,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{88AA50E5-9C72-46DA-B17B-003C8D169116},"-74,11412476872128","4,597515942640229"
13204,004412015,N,LOTES,941284,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{8B837D5A-0FF2-4D97-A8E9-08328672C57B},"-74,11407370550094","4,59834531055229"
13244,004413006,N,RESIDENCIAL,1281809,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{EDAF7F26-CC73-425D-8C15-901610D0AA93},"-74,11784379778508","4,598487045991912"
13299,004403059,N,RESIDENCIAL,1250250,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9E400024-607E-4DB8-85A4-74F888AB61FB},"-74,11890856880686","4,599048385530078"
13356,004412002,N,RESIDENCIAL,1209458,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{56E395B2-B28C-4378-8FFA-CE7B9F191B04},"-74,11173403382898","4,597677167455915"
13357,004412003,N,UNIVERSIDADES Y COLEGIOS,1084600,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{2FEBE080-0328-4C18-A041-A05C38A019F0},"-74,11218216873976","4,597337981166112"
13437,004503089,N,RESIDENCIAL,1831205,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{AE5BDC37-F0C3-466E-BF1F-014465C46D8D},"-74,13175602901129","4,6114371642156895"
13486,007101066,N,RESIDENCIAL,1481926,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D09DCD66-091F-4A1D-84D4-EE2FC686B579},"-74,07906581491854","4,633394744328186"
13526,004413024,N,RESIDENCIAL,952860,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{79178BFF-1498-41A7-8479-B97DABBAA803},"-74,1186571262564","4,596559898796457"
13527,004413019,N,LOTES,473756,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{7074FCAC-EC36-4081-AA7E-E0C7763ACFB5},"-74,11841788503557","4,597052718023053"
13530,004413022,N,OTROS,902190,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{C8E17E30-A881-43CB-B155-BB32685D0C40},"-74,1149886562115","4,596715798986033"
13552,004413011,N,COMERCIO,2815977,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{4FFFEAE5-3FDD-4D96-8342-87D3D33F7305},"-74,11480001639852","4,5972540855604125"
13585,004413008,N,RESIDENCIAL,2019457,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{8B2A9B37-3339-483E-BDFF-608F85E56718},"-74,11701214936683","4,5990866017173895"
13639,004413016,N,RESIDENCIAL,1244657,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D0DDD58C-7F2F-400B-AC0C-0B6EA722DC7B},"-74,11598485499123","4,596417246196691"
13695,002107013,N,RESIDENCIAL,1370467,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{2DDF83A9-A191-4597-84A5-0925D9CAE11E},"-74,10859476494632","4,59591103996802"
13713,004412010,N,LOTES,593439,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{85FDF7B2-6D55-4BA5-8568-6EC2E98A8C83},"-74,11342328430115","4,5978015778121675"
13752,004412050,N,LOTES,731936,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B1B5DB5C-4C55-4802-BF5B-98C8F60D10D0},"-74,1192135165699","4,605394242333882"
13799,004109056,N,RESIDENCIAL,1674069,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5BF1DC1B-15FF-4694-8FB4-B236D0C28833},"-74,09755038017916","4,602254466733944"
13832,004204029,N,RESIDENCIAL,1563143,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{6E8272D8-F1CD-46F1-91F3-FEE8BD86F1D1},"-74,11781396863398","4,608152998431955"
13835,004210057,N,RESIDENCIAL,1403681,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D63B6BD4-C6BF-48C9-8C3E-2048D522FC72},"-74,1092384774145","4,609316866340418"
13850,004408010,N,RESIDENCIAL,984380,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{DBDD50D9-0ADA-4C4A-B16B-2747553547E3},"-74,12970386816362","4,6036341299180465"
13867,004201021,N,INDUSTRIA,1473928,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{51E75804-FAB6-4CF5-8272-BEB0BAB87CAD},"-74,09635633826166","4,614286519232071"
13881,004107054,N,RESIDENCIAL,1496000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F89A9036-D6FE-4470-97CC-30E9F176F751},"-74,10503866339215","4,597524847508139"
13917,004205032,N,RESIDENCIAL,1603204,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{0A400991-BD44-4CA5-8DE1-44A75715D2B9},"-74,10975093898912","4,614549803437585"
13934,004408024,N,RESIDENCIAL,1213118,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{E9954C13-60B9-428F-82C6-C510EA794247},"-74,12885513900821","4,607543231643124"
13955,004209019,N,RESIDENCIAL,1564000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{8B56B35F-E30B-41BF-B7E5-74195ADCE550},"-74,11002256870881","4,602635575791763"
13963,004110023,N,OTROS,3487240,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B6A750DF-5525-456D-82DC-BBDAA7582CB1},"-74,09019905053401","4,605665645911931"
14004,004208016,N,BODEGAS,1509027,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B4F363CD-4533-4659-BA7C-80CE5A0EA6AB},"-74,10088999028657","4,619469330429425"
14005,004107059,N,RESIDENCIAL,1221409,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{E230E888-A0ED-40E2-85A5-E9169CFE7CDA},"-74,10543674513325","4,598739780035619"
14009,004201043,N,OTROS,1474985,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{204DA48A-ED99-44A2-A287-4F0E7D8A76D7},"-74,09675733554089","4,617788791548194"
14035,004408013,N,RESIDENCIAL,1310210,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{41CB3F51-4E8D-4CA5-A0BB-7E6CC47310F7},"-74,12812109758829","4,60659246853666"
14039,004109005,N,LOTES,540000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B6F19649-FD50-499E-85B3-49F4C36126BB},"-74,09615189593309","4,601174842842382"
14044,004204017,N,RESIDENCIAL,1496000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{24890742-CC72-4816-A3E4-33ACF65A19B7},"-74,11566699153813","4,607525902844984"
14075,004209026,N,RESIDENCIAL,2295000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5FD19195-327B-4580-9F5E-51B05ED7F6B5},"-74,11002690979161","4,601588650758198"
14087,004204052,N,LOTES,951175,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{AD56F3CB-F2C3-4CE5-99D2-6A4FFCC44431},"-74,11420331193982","4,613677505539084"
14089,004204056,N,OFICINAS,1116500,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B951C6E3-10C5-425D-B642-FBD69FDC0441},"-74,11539541117608","4,610830775487519"
14091,004204058,N,LOTES,594000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{19426F41-6073-4D69-BC60-3D48AC2209C1},"-74,11561904033584","4,610106288487052"
14092,004201045,N,BODEGAS,1481970,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3C7570AE-CE59-43BC-B6E7-143043A76E51},"-74,09782282281552","4,616755306878049"
14129,004201051,N,BODEGAS,1502815,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D66F436F-A68B-4EFF-8136-4D51351FB892},"-74,09815481802829","4,6112054687391435"
14169,006201011,N,RESIDENCIAL,2405653,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{3311D0DF-6FDE-4EF8-B520-E8A29F2E6307},"-74,08395741879778","4,6307920372688605"
14176,004203023,N,RESIDENCIAL,1496000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{ACB129FF-F683-48A3-9026-13D13590591A},"-74,10576984453142","4,600657414744593"
14177,004206035,N,RESIDENCIAL,1129927,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{1CDE56D9-83B9-4C13-82C5-DEE287753C5D},"-74,11070584317775","4,620566698783883"
14181,004204059,N,LOTES,594000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{B5A1F863-6CFE-47E3-9FDE-E27D9529CD60},"-74,11522379389359","4,611404337078099"
14188,004205066,N,RESIDENCIAL,1566454,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{125279F9-F696-476A-908A-D8AFB1ACB209},"-74,1082264606071","4,615727396820589"
14219,004201025,N,OTROS,1455839,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{10D99DC7-49FA-4744-A082-ED33AF91575D},"-74,09609708088094","4,615652537746746"
14240,004210011,N,RESIDENCIAL,1496000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{AC9ED8E8-6203-435B-A300-6EE2BC19D02C},"-74,11008945835712","4,609194444035908"
14242,004210012,N,RESIDENCIAL,1496000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{AD96AB8D-922C-4AAE-A09D-BE2006D4251C},"-74,11035508242942","4,6088721804658235"
14247,004206051,N,OFICINAS,1084600,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{C8E29D0F-2AB1-4035-A73F-F6557B9500A3},"-74,10689536489025","4,621109456211356"
14268,004204042,N,RESIDENCIAL,1532567,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A6025511-076A-401F-A931-D1AF5EDEE5F1},"-74,1129122718494","4,612285872777057"
14269,004201029,N,OFICINAS,838100,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{74C0AAB1-75E4-4AAB-A8D8-800E59A3C662},"-74,09677326331312","4,61575735038618"
14270,004201031,N,INDUSTRIA,1723925,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9E72F239-3F29-4532-A24C-CFCDC091C349},"-74,10091979048619","4,609806367254556"
14272,004201033,N,BODEGAS,1488491,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{FC21398A-DC3E-4F4B-86A2-A818A93671FF},"-74,09693606065642","4,616320295567683"
14275,004205035,N,RESIDENCIAL,1607249,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{9EDABBF2-4004-475C-AACD-1D1CC2FABC59},"-74,11037189889832","4,614335197113227"
14278,004207025,N,BODEGAS,1834932,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{30808A6F-19BE-4CB3-B8D7-AA9DA77EC147},"-74,10476785657995","4,625088073029115"
14280,004211001,N,LOTES,594000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{E40467B5-6757-4CA7-925C-30402F77A2E8},"-74,10864493795177","4,606515408481592"
14283,004211006,N,RESIDENCIAL,1593469,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{033C628C-1BC0-48CE-A347-70ED8CC6B374},"-74,10827768250233","4,605931760301826"
14316,004205036,N,RESIDENCIAL,1390653,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{D3B8F74F-5116-436C-AC3C-0DA240869366},"-74,10995141799849","4,613838151472736"
14320,004202044,N,BODEGAS,1513363,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{1B81C373-48F6-4CC4-B7CF-07500F332034},"-74,1042301453408","4,609815683384834"
14330,004210017,N,RESIDENCIAL,1528918,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{12141507-ECDF-41C5-9C0C-19E163609E61},"-74,11178519010058","4,609921874195173"
14339,006502084,N,"CLINICAS, HOSPITALES, CENTROS MEDIC",900974,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{DEEDD5F3-3D35-49A4-A241-EC672B4A1C73},"-74,12526567757536","4,638595994276604"
14365,007206005,N,RESIDENCIAL,1892493,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{7F2ED6BE-793E-4374-8342-F7857D6ED00B},"-74,07759791528238","4,637503402877872"
14368,004210037,N,LOTES,594000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{41585889-437E-4C75-9661-E17AF79AF330},"-74,1115675075688","4,6087903228499165"
14369,004109016,N,RESIDENCIAL,1155488,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{E3FEF6A9-3575-4D4C-B607-3215F5D7A624},"-74,09771795230957","4,602951363677402"
14374,004211012,N,RESIDENCIAL,1537444,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A0A962E8-68D0-4A58-923D-FB58DB286FB7},"-74,10913869783684","4,60402341347512"
14383,004408028,N,RESIDENCIAL,1438892,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{85928AC4-B026-41AA-8AAC-CFF60BACA927},"-74,13015214590968","4,605780703056024"
14389,004210080,N,OFICINAS,1128610,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{5ABFD9F0-9598-4075-A26A-A89618279F74},"-74,10833765851241","4,608359623831302"
14394,004206080,N,LOTES,594000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{85845136-F7A5-4C95-A74E-EC29EE4564D2},"-74,10700777653946","4,6237724694893245"
14398,004208019,N,OFICINAS,954231,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A361EC3F-7432-4624-9341-C004373FD173},"-74,10245223713252","4,618016057535704"
14399,004208020,N,INDUSTRIA,2767420,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{DA950B90-0BBC-45C3-A45B-7982203D20C6},"-74,10282216835289","4,616547973782364"
14402,004205044,N,RESIDENCIAL,1463875,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{811668E9-9B44-443B-8F86-AC250160F597},"-74,11163939074463","4,615129511790564"
14403,004107013,N,RESIDENCIAL,1508068,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{A26B7170-D4CC-48CB-9A34-F873853E50FB},"-74,10095522322175","4,595828224000495"
14442,004209029,N,RESIDENCIAL,1907885,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{BAE6D2CC-A8D6-45DE-8102-56B5FB80DDB5},"-74,1075632714295","4,599300815684388"
14568,004309014,N,RESIDENCIAL,1517375,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{1DEA1868-54AF-4362-9226-D3AF2F738FC7},"-74,12012197646797","4,611805072950352"
14571,004309018,N,RESIDENCIAL,1496000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{F92CB372-6F92-4D88-BC86-8794B8CD6CF7},"-74,12001280756073","4,61043675843497"
14629,004304020,N,RESIDENCIAL,1428000,Este valor corresponde a la mediana y puede diferir del valor puntual de cada predio,{CA613710-9DC8-45B5-BD39-CE06CA218266},"-74,12102481042939","4,614416837957555"
